ms,sensor1
23991240,0.202
23992254,0.202
23993268,0.19
23994282,0.18
23995296,0.203
23996310,0.208
23997324,0.188
23998347,0.187
23999361,0.199
24000375,0.168
24001389,0.178
24002403,0.185
24003417,0.218
24004431,0.221
24005445,0.185
24006459,0.187
24007473,0.179
24008487,0.197
24009501,0.186
24010515,0.175
24011529,0.19
24012543,0.202
24013560,0.188
24014574,0.199
24015588,0.186
24016602,0.202
24017616,0.18
24018630,0.204
24019644,0.202
24020658,0.2
24021672,0.188
24022686,0.205
24023700,0.174
24024714,0.172
24025736,0.187
24026750,0.196
24027764,0.196
24028778,0.181
24029792,0.196
24030806,0.2
24031820,0.196
24032834,0.197
24033848,0.198
24034862,0.184
24035876,0.183
24036894,0.199
24037908,0.187
24038922,0.186
24039936,0.198
24040950,0.194
24041964,0.197
24042978,0.186
24043992,0.208
24045006,0.181
24046020,0.196
24047034,0.175
24048048,0.186
24049062,0.2
24050076,0.185
24051090,0.175
24052104,0.199
24053118,0.184
24054132,0.188
24055146,0.198
24056160,0.188
24057174,0.194
24058188,0.199
24059202,0.181
24060220,0.199
24061234,0.204
24062248,0.186
24063262,0.188
24064276,0.191
24065290,0.182
24066304,0.187
24067318,0.207
24068332,0.184
24069346,0.197
24070360,0.204
24071374,0.197
24072388,0.201
24073402,0.188
24074416,0.2
24075430,0.208
24076444,0.185
24077458,0.181
24078472,0.191
24079486,0.186
24080500,0.199
24081514,0.207
24082528,0.206
24083571,0.198
24084585,0.188
24085599,0.219
24086613,0.181
24087627,0.184
24088641,0.184
24089655,0.199
24090669,0.189
24091683,0.199
24092697,0.186
24093711,0.207
24094725,0.199
24095739,0.186
24096753,0.191
24097767,0.185
24098781,0.208
24099795,0.218
24100809,0.175
24101823,0.182
24102837,0.199
24103851,0.18
24104865,0.188
24105879,0.184
24106893,0.199
24107910,0.208
24108924,0.205
24109938,0.201
24110952,0.204
24111966,0.196
24112980,0.181
24113994,0.196
24115008,0.188
24116022,0.203
24117036,0.196
24118050,0.182
24119064,0.178
24120078,0.205
24121092,0.197
24122106,0.186
24123120,0.202
24124134,0.2
24125148,0.176
24126162,0.187
24127176,0.173
24128190,0.2
24129204,0.19
24130218,0.194
24131236,0.187
24132250,0.203
24133264,0.181
24134278,0.187
24135292,0.184
24136306,0.187
24137320,0.185
24138334,0.186
24139348,0.185
24140362,0.207
24141376,0.211
24142390,0.196
24143404,0.187
24144418,0.196
24145432,0.2
24146446,0.184
24147460,0.208
24148474,0.176
24149488,0.197
24150502,0.209
24151516,0.196
24152530,0.186
24153544,0.182
24154561,0.179
24155575,0.201
24156589,0.18
24157603,0.186
24158617,0.196
24159631,0.184
24160645,0.177
24161659,0.182
24162673,0.185
24163687,0.184
24164701,0.188
24165715,0.188
24166729,0.199
24167743,0.204
24168757,0.216
24169771,0.199
24170785,0.185
24171799,0.184
24172813,0.197
24173827,0.184
24174841,0.187
24175855,0.206
24176869,0.215
24177881,0.197
24178895,0.196
24179909,0.183
24180923,0.199
24181937,0.199
24182951,0.195
24183965,0.196
24184979,0.202
24185993,0.207
24187007,0.184
24188021,0.198
24189035,0.182
24190049,0.207
24191063,0.189
24192077,0.184
24193091,0.206
24194105,0.199
24195119,0.2
24196133,0.196
24197147,0.188
24198161,0.214
24199175,0.182
24200189,0.175
24201203,0.171
24202221,0.179
24203235,0.208
24204249,0.179
24205273,0.2
24206287,0.202
24207301,0.199
24208315,0.199
24209329,0.176
24210343,0.207
24211357,0.185
24212371,0.2
24213385,0.205
24214399,0.198
24215413,0.188
24216427,0.19
24217441,0.196
24218455,0.169
24219469,0.195
24220483,0.188
24221497,0.182
24222511,0.184
24223525,0.205
24224539,0.185
24225557,0.199
24226571,0.181
24227585,0.199
24228599,0.201
24229613,0.186
24230627,0.185
24231641,0.193
24232655,0.212
24233669,0.202
24234683,0.183
24235697,0.195
24236711,0.181
24237725,0.197
24238739,0.194
24239753,0.182
24240776,0.197
24241790,0.208
24242804,0.187
24243818,0.181
24244832,0.184
24245846,0.188
24246860,0.195
24247874,0.197
24248892,0.202
24249906,0.211
24250920,0.2
24251934,0.175
24252948,0.196
24253962,0.2
24254976,0.197
24255990,0.197
24257004,0.178
24258018,0.191
24259032,0.184
24260046,0.176
24261060,0.183
24262074,0.215
24263088,0.196
24264102,0.195
24265116,0.185
24266130,0.187
24267144,0.194
24268158,0.207
24269179,0.18
24270193,0.179
24271207,0.187
24272221,0.207
24273239,0.194
24274253,0.187
24275267,0.199
24276281,0.198
24277295,0.199
24278309,0.186
24279323,0.196
24280337,0.204
24281351,0.195
24282365,0.194
24283379,0.202
24284393,0.199
24285407,0.195
24286421,0.207
24287435,0.2
24288449,0.185
24289463,0.186
24290477,0.184
24291491,0.184
24292505,0.173
24293519,0.202
24294533,0.194
24295547,0.195
24296565,0.183
24297579,0.178
24298593,0.185
24299607,0.185
24300621,0.195
24301635,0.169
24302649,0.199
24303663,0.199
24304677,0.184
24305691,0.195
24306705,0.195
24307719,0.184
24308758,0.181
24309772,0.184
24310786,0.2
24311800,0.199
24312814,0.184
24313828,0.185
24314842,0.178
24315856,0.177
24316870,0.18
24317884,0.197
24318898,0.194
24319916,0.193
24320930,0.177
24321944,0.186
24322958,0.203
24323972,0.194
24324986,0.197
24326000,0.2
24327014,0.184
24328028,0.197
24329042,0.181
24330056,0.179
24331070,0.179
24332084,0.184
24333098,0.201
24334112,0.179
24335126,0.183
24336140,0.2
24337154,0.198
24338168,0.186
24339182,0.196
24340196,0.195
24341210,0.208
24342224,0.195
24343242,0.207
24344256,0.199
24345270,0.203
24346284,0.172
24347298,0.199
24348312,0.176
24349326,0.198
24350340,0.199
24351355,0.185
24352369,0.183
24353383,0.185
24354397,0.179
24355411,0.193
24356425,0.196
24357439,0.183
24358453,0.186
24359467,0.184
24360481,0.206
24361495,0.204
24362509,0.194
24363523,0.185
24364537,0.192
24365551,0.199
24366565,0.185
24367583,0.17
24368597,0.185
24369611,0.201
24370625,0.184
24371639,0.184
24372653,0.195
24373667,0.194
24374681,0.184
24375695,0.18
24376709,0.177
24377723,0.178
24378737,0.195
24379751,0.183
24380765,0.192
24381779,0.195
24382793,0.203
24383807,0.184
24384821,0.186
24385835,0.197
24386849,0.197
24387863,0.184
24388877,0.176
24389891,0.193
24390909,0.194
24391923,0.196
24392937,0.207
24393951,0.196
24394965,0.2
24395979,0.195
24396993,0.198
24398007,0.199
24399021,0.185
24400035,0.192
24401049,0.181
24402063,0.194
24403077,0.184
24404091,0.179
24405106,0.194
24406120,0.172
24407134,0.203
24408148,0.187
24409162,0.184
24410176,0.183
24411190,0.206
24412204,0.192
24413218,0.199
24414236,0.204
24415250,0.184
24416264,0.198
24417278,0.18
24418292,0.186
24419306,0.183
24420320,0.197
24421334,0.182
24422348,0.189
24423362,0.198
24424376,0.186
24425390,0.183
24426404,0.198
24427418,0.182
24428432,0.204
24429446,0.191
24430460,0.182
24431474,0.199
24432488,0.172
24433502,0.197
24434516,0.183
24435530,0.199
24436544,0.197
24437556,0.196
24438571,0.181
24439585,0.179
24440599,0.182
24441613,0.202
24442627,0.176
24443641,0.195
24444655,0.176
24445669,0.194
24446683,0.186
24447697,0.184
24448711,0.19
24449725,0.174
24450739,0.185
24451753,0.197
24452767,0.193
24453781,0.176
24454795,0.184
24455809,0.202
24456823,0.196
24457837,0.183
24458851,0.208
24459889,0.197
24460903,0.185
24461921,0.21
24462935,0.204
24463949,0.2
24464963,0.197
24465977,0.187
24466991,0.179
24468005,0.2
24469019,0.176
24470033,0.183
24471047,0.193
24472061,0.179
24473075,0.175
24474089,0.186
24475103,0.178
24476117,0.179
24477131,0.181
24478145,0.193
24479159,0.185
24480173,0.17
24481187,0.194
24482201,0.182
24483224,0.195
24484238,0.183
24485256,0.184
24486270,0.172
24487284,0.194
24488298,0.194
24489312,0.183
24490326,0.194
24491340,0.172
24492354,0.198
24493368,0.182
24494382,0.205
24495396,0.173
24496410,0.183
24497424,0.198
24498438,0.185
24499452,0.194
24500466,0.185
24501480,0.201
24502494,0.184
24503508,0.2
24504522,0.192
24505536,0.186
24506550,0.186
24507564,0.174
24508582,0.193
24509596,0.194
24510610,0.168
24511631,0.194
24512645,0.179
24513659,0.206
24514673,0.191
24515687,0.179
24516701,0.182
24517715,0.179
24518729,0.198
24519743,0.184
24520757,0.197
24521771,0.176
24522785,0.175
24523799,0.184
24524813,0.205
24525827,0.193
24526841,0.19
24527855,0.179
24528869,0.18
24529883,0.197
24530897,0.184
24531911,0.18
24532929,0.177
24533968,0.179
24534982,0.185
24535996,0.185
24537010,0.184
24538024,0.183
24539038,0.192
24540052,0.195
24541066,0.184
24542080,0.199
24543094,0.198
24544108,0.182
24545122,0.182
24546136,0.194
24547150,0.181
24548164,0.181
24549178,0.176
24550192,0.196
24551206,0.207
24552220,0.178
24553234,0.188
24554248,0.194
24555262,0.176
24556280,0.207
24557294,0.182
24558308,0.183
24559322,0.172
24560336,0.196
24561350,0.197
24562364,0.198
24563378,0.183
24564392,0.183
24565406,0.165
24566420,0.196
24567434,0.193
24568448,0.179
24569462,0.192
24570476,0.196
24571490,0.2
24572504,0.197
24573518,0.183
24574532,0.198
24575546,0.195
24576560,0.195
24577574,0.196
24578588,0.198
24579606,0.184
24580620,0.184
24581634,0.179
24582648,0.172
24583662,0.202
24584676,0.177
24585690,0.183
24586704,0.181
24587718,0.196
24588732,0.202
24589746,0.211
24590760,0.204
24591774,0.182
24592788,0.196
24593802,0.199
24594816,0.174
24595830,0.181
24596844,0.174
24597858,0.179
24598872,0.179
24599886,0.175
24600900,0.188
24601914,0.182
24602932,0.169
24603946,0.197
24604960,0.193
24605974,0.205
24606988,0.173
24608002,0.185
24609016,0.195
24610030,0.202
24611044,0.176
24612058,0.192
24613072,0.184
24614086,0.192
24615100,0.192
24616114,0.197
24617128,0.215
24618142,0.196
24619156,0.183
24620170,0.176
24621184,0.203
24622198,0.182
24623212,0.184
24624226,0.182
24625240,0.199
24626254,0.183
24627272,0.17
24628286,0.174
24629300,0.195
24630314,0.199
24631328,0.18
24632342,0.184
24633356,0.194
24634370,0.184
24635384,0.18
24636398,0.208
24637412,0.184
24638426,0.184
24639440,0.184
24640454,0.202
24641468,0.184
24642482,0.179
24643496,0.178
24644510,0.193
24645524,0.203
24646538,0.178
24647552,0.199
24648566,0.185
24649580,0.193
24650598,0.205
24651612,0.192
24652626,0.184
24653640,0.199
24654654,0.175
24655668,0.198
24656682,0.182
24657696,0.193
24658710,0.196
24659724,0.182
24660738,0.205
24661752,0.195
24662766,0.184
24663780,0.199
24664794,0.183
24665808,0.199
24666822,0.184
24667836,0.202
24668850,0.196
24669864,0.185
24670878,0.194
24671892,0.184
24672906,0.184
24673932,0.218
24674946,0.199
24675960,0.197
24676974,0.187
24677988,0.195
24679002,0.193
24680016,0.193
24681030,0.197
24682044,0.195
24683058,0.189
24684072,0.207
24685086,0.184
24686100,0.199
24687114,0.196
24688128,0.199
24689142,0.185
24690156,0.202
24691170,0.203
24692184,0.197
24693198,0.199
24694212,0.179
24695226,0.183
24696240,0.193
24697252,0.202
24698266,0.184
24699280,0.185
24700294,0.197
24701308,0.192
24702322,0.197
24703336,0.205
24704350,0.184
24705364,0.194
24706378,0.177
24707392,0.193
24708406,0.199
24709420,0.197
24710434,0.198
24711448,0.195
24712462,0.198
24713476,0.184
24714500,0.181
24715514,0.172
24716528,0.182
24717542,0.191
24718557,0.181
24719571,0.195
24720585,0.198
24721602,0.193
24722616,0.188
24723630,0.184
24724644,0.181
24725667,0.205
24726681,0.194
24727695,0.203
24728709,0.174
24729723,0.193
24730737,0.18
24731751,0.195
24732765,0.195
24733779,0.195
24734793,0.172
24735807,0.2
24736821,0.184
24737835,0.181
24738849,0.184
24739863,0.183
24740877,0.175
24741891,0.179
24742905,0.197
24743919,0.199
24744937,0.194
24745951,0.171
24746965,0.183
24747979,0.192
24748993,0.207
24750007,0.181
24751021,0.196
24752043,0.193
24753057,0.167
24754071,0.193
24755085,0.205
24756099,0.192
24757113,0.198
24758127,0.194
24759166,0.203
24760180,0.199
24761194,0.191
24762208,0.195
24763222,0.185
24764236,0.195
24765250,0.184
24766264,0.189
24767278,0.193
24768296,0.2
24769310,0.195
24770324,0.201
24771338,0.183
24772352,0.18
24773366,0.195
24774380,0.199
24775394,0.202
24776408,0.184
24777422,0.172
24778436,0.203
24779450,0.181
24780464,0.205
24781478,0.183
24782492,0.209
24783506,0.175
24784520,0.197
24785534,0.184
24786548,0.184
24787562,0.203
24788576,0.183
24789590,0.181
24790604,0.18
24791618,0.202
24792635,0.183
24793649,0.173
24794663,0.192
24795677,0.196
24796691,0.2
24797705,0.184
24798719,0.181
24799733,0.178
24800747,0.196
24801761,0.18
24802775,0.181
24803789,0.197
24804803,0.192
24805817,0.199
24806831,0.179
24807845,0.198
24808859,0.176
24809873,0.18
24810887,0.195
24811901,0.195
24812915,0.196
24813929,0.192
24814943,0.192
24815960,0.183
24816974,0.177
24817988,0.201
24819002,0.182
24820016,0.195
24821030,0.184
24822044,0.18
24823058,0.166
24824072,0.196
24825086,0.192
24826100,0.192
24827114,0.195
24828128,0.195
24829142,0.193
24830156,0.207
24831170,0.18
24832184,0.212
24833198,0.199
24834212,0.193
24835226,0.193
24836240,0.203
24837254,0.2
24838268,0.18
24839286,0.192
24840300,0.181
24841314,0.197
24842328,0.184
24843342,0.182
24844356,0.192
24845370,0.184
24846384,0.184
24847398,0.182
24848412,0.178
24849426,0.199
24850440,0.196
24851454,0.177
24852468,0.196
24853482,0.176
24854496,0.192
24855510,0.207
24856524,0.184
24857538,0.179
24858552,0.196
24859566,0.202
24860580,0.177
24861594,0.192
24862611,0.201
24863625,0.186
24864639,0.18
24865653,0.178
24866667,0.178
24867681,0.177
24868695,0.192
24869709,0.176
24870723,0.192
24871737,0.192
24872751,0.192
24873765,0.176
24874779,0.18
24875793,0.165
24876807,0.195
24877821,0.191
24878835,0.175
24879849,0.194
24880863,0.203
24881877,0.178
24882891,0.181
24883905,0.192
24884919,0.191
24885933,0.198
24886951,0.182
24887965,0.189
24888979,0.174
24889993,0.194
24891007,0.184
24892021,0.18
24893035,0.167
24894049,0.175
24895063,0.194
24896077,0.193
24897091,0.179
24898105,0.192
24899119,0.184
24900133,0.186
24901147,0.177
24902161,0.179
24903175,0.183
24904189,0.199
24905203,0.202
24906217,0.192
24907231,0.162
24908245,0.182
24909259,0.176
24910276,0.192
24911290,0.196
24912304,0.193
24913318,0.192
24914332,0.191
24915346,0.181
24916360,0.194
24917374,0.184
24918388,0.188
24919402,0.207
24920416,0.178
24921430,0.172
24922444,0.193
24923458,0.195
24924472,0.191
24925486,0.177
24926500,0.177
24927514,0.168
24928528,0.173
24929542,0.181
24930556,0.181
24931570,0.197
24932584,0.168
24933602,0.171
24934616,0.2
24935630,0.199
24936644,0.183
24937658,0.169
24938672,0.177
24939686,0.182
24940700,0.199
24941714,0.195
24942728,0.192
24943742,0.199
24944756,0.192
24945770,0.199
24946784,0.189
24947798,0.179
24948812,0.172
24949826,0.181
24950840,0.192
24951854,0.182
24952868,0.203
24953882,0.191
24954896,0.177
24955910,0.183
24956922,0.183
24957936,0.167
24958950,0.198
24959964,0.182
24960978,0.179
24961992,0.179
24963006,0.167
24964020,0.191
24965034,0.199
24966048,0.2
24967062,0.174
24968076,0.182
24969109,0.178
24970123,0.17
24971137,0.182
24972151,0.193
24973165,0.191
24974179,0.179
24975193,0.192
24976207,0.177
24977221,0.199
24978235,0.197
24979249,0.196
24980263,0.173
24981281,0.204
24982295,0.199
24983309,0.198
24984348,0.193
24985362,0.169
24986376,0.195
24987390,0.191
24988404,0.203
24989418,0.193
24990432,0.182
24991446,0.173
24992460,0.191
24993474,0.178
24994495,0.171
24995509,0.197
24996523,0.179
24997537,0.184
24998551,0.193
24999565,0.193
25000579,0.18
25001593,0.184
25002607,0.185
25003621,0.176
25004639,0.192
25005653,0.169
25006667,0.183
25007681,0.178
25008695,0.181
25009709,0.199
25010723,0.18
25011737,0.179
25012751,0.174
25013765,0.203
25014779,0.192
25015793,0.168
25016807,0.197
25017821,0.176
25018835,0.202
25019849,0.193
25020863,0.193
25021877,0.209
25022891,0.176
25023905,0.173
25024919,0.193
25025933,0.197
25026947,0.182
25027965,0.193
25028979,0.18
25029993,0.192
25031007,0.187
25032021,0.2
25033035,0.207
25034049,0.178
25035063,0.196
25036077,0.183
25037091,0.18
25038105,0.18
25039119,0.194
25040133,0.181
25041147,0.175
25042161,0.199
25043175,0.188
25044189,0.178
25045203,0.191
25046217,0.177
25047231,0.182
25048245,0.181
25049259,0.189
25050273,0.207
25051287,0.19
25052305,0.18
25053319,0.169
25054333,0.192
25055347,0.19
25056361,0.2
25057375,0.193
25058389,0.176
25059403,0.175
25060417,0.18
25061431,0.201
25062445,0.195
25063459,0.182
25064473,0.205
25065487,0.203
25066501,0.18
25067515,0.199
25068529,0.201
25069543,0.204
25070557,0.181
25071571,0.195
25072585,0.194
25073599,0.203
25074613,0.182
25075631,0.167
25076645,0.191
25077659,0.197
25078673,0.177
25079687,0.194
25080701,0.192
25081715,0.191
25082729,0.192
25083743,0.182
25084757,0.185
25085771,0.204
25086785,0.196
25087799,0.191
25088813,0.183
25089827,0.199
25090841,0.19
25091855,0.192
25092869,0.197
25093883,0.195
25094897,0.196
25095911,0.165
25096925,0.181
25097939,0.203
25098957,0.188
25099971,0.191
25100985,0.173
25101999,0.183
25103013,0.173
25104027,0.178
25105041,0.192
25106055,0.209
25107069,0.182
25108083,0.193
25109097,0.204
25110111,0.179
25111125,0.196
25112139,0.181
25113153,0.193
25114167,0.193
25115181,0.18
25116195,0.174
25117209,0.2
25118223,0.18
25119237,0.167
25120251,0.18
25121265,0.183
25122283,0.175
25123297,0.173
25124311,0.178
25125325,0.199
25126339,0.174
25127353,0.196
25128367,0.163
25129381,0.168
25130395,0.19
25131409,0.191
25132423,0.176
25133437,0.19
25134451,0.199
25135465,0.181
25136479,0.18
25137493,0.174
25138507,0.195
25139521,0.19
25140535,0.195
25141549,0.171
25142563,0.161
25143577,0.177
25144591,0.191
25145605,0.177
25146623,0.183
25147637,0.191
25148651,0.195
25149665,0.182
25150679,0.177
25151693,0.18
25152707,0.166
25153721,0.173
25154735,0.197
25155749,0.182
25156763,0.178
25157777,0.192
25158791,0.194
25159805,0.173
25160819,0.173
25161833,0.191
25162847,0.192
25163861,0.194
25164875,0.191
25165889,0.187
25166903,0.202
25167917,0.195
25168931,0.193
25169949,0.182
25170963,0.193
25171977,0.181
25172991,0.191
25174005,0.196
25175019,0.195
25176033,0.196
25177047,0.174
25178061,0.175
25179075,0.198
25180089,0.194
25181103,0.194
25182117,0.195
25183131,0.183
25184145,0.172
25185159,0.192
25186173,0.178
25187187,0.195
25188201,0.175
25189215,0.18
25190229,0.19
25191243,0.191
25192257,0.173
25193275,0.184
25194289,0.198
25195303,0.191
25196317,0.173
25197331,0.191
25198345,0.199
25199359,0.181
25200373,0.195
25201387,0.191
25202401,0.2
25203415,0.19
25204429,0.197
25205443,0.174
25206457,0.167
25207471,0.196
25208485,0.191
25209524,0.181
25210547,0.18
25211561,0.191
25212575,0.201
25213589,0.177
25214603,0.196
25215617,0.199
25216629,0.172
25217643,0.19
25218657,0.177
25219671,0.191
25220685,0.196
25221699,0.18
25222713,0.202
25223737,0.191
25224751,0.193
25225765,0.194
25226779,0.191
25227793,0.173
25228807,0.18
25229821,0.177
25230835,0.176
25231849,0.174
25232863,0.169
25233877,0.177
25234891,0.191
25235905,0.19
25236919,0.2
25237940,0.193
25238954,0.181
25239968,0.199
25240986,0.177
25242000,0.191
25243014,0.173
25244028,0.185
25245042,0.177
25246056,0.168
25247070,0.197
25248084,0.181
25249098,0.175
25250112,0.194
25251126,0.177
25252140,0.175
25253154,0.193
25254168,0.177
25255182,0.173
25256196,0.177
25257210,0.214
25258224,0.18
25259238,0.19
25260252,0.181
25261266,0.194
25262280,0.176
25263294,0.18
25264312,0.194
25265326,0.195
25266340,0.184
25267354,0.184
25268368,0.182
25269382,0.181
25270396,0.18
25271410,0.191
25272424,0.189
25273438,0.182
25274452,0.176
25275466,0.192
25276480,0.177
25277494,0.191
25278508,0.165
25279522,0.189
25280536,0.2
25281550,0.178
25282564,0.194
25283578,0.185
25284592,0.168
25285606,0.189
25286620,0.177
25287638,0.177
25288652,0.175
25289666,0.168
25290680,0.196
25291694,0.178
25292708,0.192
25293722,0.18
25294736,0.173
25295750,0.172
25296764,0.191
25297778,0.19
25298792,0.19
25299806,0.18
25300820,0.191
25301834,0.189
25302848,0.191
25303862,0.18
25304876,0.172
25305890,0.195
25306904,0.176
25307918,0.174
25308932,0.179
25309946,0.193
25310960,0.188
25311978,0.169
25312992,0.2
25314006,0.199
25315020,0.182
25316034,0.191
25317048,0.208
25318062,0.197
25319076,0.181
25320090,0.175
25321104,0.196
25322118,0.179
25323132,0.175
25324146,0.178
25325160,0.172
25326174,0.199
25327188,0.196
25328202,0.191
25329216,0.168
25330230,0.176
25331244,0.193
25332258,0.177
25333272,0.203
25334286,0.198
25335304,0.199
25336318,0.18
25337332,0.177
25338346,0.178
25339360,0.188
25340374,0.176
25341388,0.177
25342402,0.189
25343416,0.191
25344430,0.175
25345444,0.193
25346458,0.192
25347472,0.205
25348486,0.19
25349500,0.191
25350514,0.189
25351528,0.189
25352542,0.183
25353556,0.178
25354570,0.191
25355584,0.168
25356598,0.196
25357612,0.18
25358630,0.192
25359644,0.195
25360658,0.191
25361672,0.164
25362686,0.174
25363700,0.19
25364714,0.188
25365728,0.204
25366742,0.175
25367756,0.191
25368770,0.207
25369784,0.193
25370798,0.201
25371812,0.206
25372826,0.165
25373840,0.195
25374854,0.196
25375868,0.193
25376882,0.191
25377896,0.177
25378910,0.195
25379924,0.191
25380938,0.208
25381956,0.18
25382970,0.168
25383984,0.172
25384998,0.182
25386012,0.193
25387026,0.189
25388040,0.203
25389054,0.189
25390068,0.169
25391082,0.177
25392096,0.165
25393110,0.188
25394124,0.198
25395138,0.171
25396152,0.191
25397166,0.191
25398180,0.181
25399194,0.178
25400208,0.19
25401222,0.178
25402236,0.184
25403250,0.177
25404264,0.191
25405278,0.169
25406295,0.18
25407309,0.188
25408323,0.189
25409337,0.171
25410351,0.199
25411365,0.181
25412379,0.183
25413393,0.168
25414407,0.191
25415421,0.194
25416435,0.191
25417449,0.18
25418463,0.18
25419477,0.182
25420491,0.188
25421505,0.192
25422519,0.199
25423533,0.175
25424547,0.189
25425561,0.16
25426575,0.194
25427589,0.188
25428603,0.181
25429620,0.171
25430634,0.189
25431648,0.198
25432662,0.19
25433676,0.187
25434715,0.193
25435729,0.193
25436743,0.174
25437757,0.197
25438771,0.188
25439785,0.201
25440799,0.177
25441813,0.176
25442827,0.16
25443841,0.172
25444855,0.19
25445869,0.19
25446883,0.18
25447897,0.18
25448911,0.194
25449925,0.184
25450939,0.191
25451953,0.191
25452980,0.201
25453994,0.195
25455008,0.177
25456022,0.189
25457036,0.172
25458050,0.199
25459064,0.179
25460078,0.19
25461092,0.19
25462106,0.179
25463120,0.202
25464134,0.172
25465148,0.179
25466162,0.193
25467176,0.2
25468190,0.17
25469204,0.168
25470218,0.179
25471232,0.177
25472246,0.188
25473260,0.175
25474274,0.201
25475288,0.187
25476300,0.202
25477314,0.18
25478338,0.191
25479352,0.191
25480373,0.179
25481387,0.173
25482401,0.194
25483415,0.19
25484429,0.197
25485443,0.181
25486457,0.179
25487471,0.174
25488485,0.173
25489499,0.172
25490513,0.183
25491527,0.206
25492541,0.173
25493555,0.206
25494569,0.172
25495583,0.19
25496597,0.176
25497611,0.173
25498625,0.17
25499639,0.172
25500657,0.189
25501671,0.189
25502685,0.19
25503699,0.19
25504713,0.181
25505727,0.173
25506741,0.168
25507755,0.19
25508769,0.174
25509783,0.188
25510797,0.179
25511811,0.168
25512825,0.183
25513839,0.163
25514853,0.174
25515867,0.176
25516881,0.193
25517895,0.2
25518909,0.19
25519923,0.173
25520937,0.189
25521951,0.194
25522965,0.176
25523982,0.179
25524996,0.159
25526010,0.179
25527024,0.197
25528038,0.181
25529052,0.193
25530066,0.176
25531080,0.188
25532094,0.194
25533108,0.176
25534122,0.169
25535136,0.178
25536150,0.177
25537164,0.188
25538178,0.19
25539192,0.175
25540206,0.178
25541220,0.173
25542234,0.198
25543248,0.193
25544262,0.2
25545276,0.201
25546290,0.192
25547307,0.178
25548321,0.182
25549335,0.199
25550349,0.189
25551363,0.193
25552377,0.168
25553391,0.205
25554405,0.197
25555419,0.191
25556433,0.193
25557447,0.186
25558461,0.189
25559475,0.193
25560489,0.193
25561503,0.189
25562517,0.192
25563531,0.179
25564545,0.176
25565559,0.191
25566573,0.191
25567587,0.166
25568601,0.191
25569615,0.191
25570629,0.191
25571646,0.174
25572660,0.181
25573674,0.175
25574688,0.195
25575702,0.196
25576716,0.189
25577730,0.178
25578744,0.198
25579758,0.179
25580772,0.179
25581786,0.19
25582800,0.194
25583814,0.198
25584828,0.178
25585842,0.193
25586856,0.198
25587870,0.193
25588884,0.18
25589898,0.191
25590912,0.198
25591926,0.174
25592940,0.176
25593954,0.175
25594971,0.174
25595985,0.176
25596999,0.198
25598013,0.158
25599027,0.175
25600041,0.189
25601055,0.2
25602069,0.188
25603083,0.179
25604097,0.181
25605111,0.177
25606125,0.175
25607139,0.189
25608153,0.171
25609167,0.181
25610181,0.177
25611195,0.168
25612209,0.178
25613223,0.173
25614237,0.17
25615251,0.197
25616265,0.194
25617279,0.19
25618297,0.179
25619311,0.176
25620325,0.19
25621339,0.176
25622353,0.191
25623367,0.187
25624381,0.186
25625395,0.173
25626409,0.189
25627423,0.2
25628437,0.2
25629451,0.173
25630465,0.176
25631479,0.165
25632493,0.193
25633507,0.172
25634521,0.188
25635535,0.188
25636549,0.172
25637563,0.193
25638577,0.178
25639591,0.176
25640605,0.188
25641623,0.192
25642637,0.187
25643651,0.202
25644665,0.191
25645679,0.191
25646693,0.197
25647707,0.196
25648721,0.189
25649735,0.191
25650749,0.2
25651763,0.189
25652777,0.174
25653791,0.179
25654805,0.177
25655819,0.179
25656833,0.176
25657847,0.176
25658861,0.18
25659901,0.18
25660915,0.178
25661929,0.178
25662943,0.176
25663957,0.171
25664971,0.207
25665989,0.18
25667003,0.18
25668017,0.176
25669031,0.191
25670045,0.176
25671059,0.194
25672073,0.175
25673087,0.188
25674101,0.174
25675115,0.177
25676129,0.179
25677143,0.188
25678157,0.177
25679171,0.176
25680185,0.177
25681199,0.177
25682213,0.191
25683227,0.174
25684241,0.169
25685255,0.189
25686269,0.192
25687283,0.16
25688297,0.175
25689315,0.175
25690329,0.191
25691343,0.214
25692357,0.167
25693371,0.191
25694385,0.178
25695408,0.189
25696422,0.178
25697436,0.17
25698450,0.171
25699464,0.182
25700478,0.193
25701492,0.168
25702506,0.189
25703520,0.179
25704534,0.194
25705548,0.179
25706562,0.198
25707576,0.186
25708590,0.176
25709604,0.189
25710618,0.198
25711632,0.196
25712649,0.16
25713663,0.176
25714677,0.191
25715691,0.18
25716705,0.188
25717719,0.189
25718733,0.176
25719747,0.188
25720761,0.177
25721775,0.177
25722789,0.188
25723811,0.203
25724825,0.201
25725839,0.199
25726853,0.187
25727867,0.193
25728881,0.203
25729895,0.177
25730909,0.184
25731933,0.172
25732947,0.187
25733961,0.157
25734975,0.193
25735987,0.178
25737001,0.169
25738015,0.188
25739029,0.19
25740043,0.199
25741057,0.191
25742071,0.192
25743085,0.179
25744099,0.191
25745113,0.178
25746127,0.17
25747141,0.179
25748155,0.194
25749169,0.176
25750183,0.189
25751197,0.176
25752211,0.196
25753225,0.194
25754239,0.191
25755253,0.177
25756267,0.195
25757281,0.179
25758295,0.167
25759309,0.188
25760327,0.188
25761341,0.175
25762355,0.176
25763369,0.194
25764383,0.171
